Num_Acc,col,grav
201600000269,Deux véhicules - par le côté,Blessé hospitalisé
201600000270,Deux véhicules - par le côté,Blessé hospitalisé
201600000270,Deux véhicules - par le côté,Blessé léger
201600000271,Autre collision,Indemne
201600000271,Autre collision,Blessé hospitalisé
201600000271,Autre collision,Blessé hospitalisé
201600000272,Deux véhicules - frontale,Tué
201600000272,Deux véhicules - frontale,Blessé léger
201600000272,Deux véhicules - frontale,Blessé léger
201600000273,Autre collision,Indemne
201600000273,Autre collision,Blessé hospitalisé
201600000274,Deux véhicules - frontale,Blessé hospitalisé
201600000274,Deux véhicules - frontale,Blessé léger
201600000275,Autre collision,Blessé hospitalisé
201600000276,Autre collision,Indemne
201600000276,Autre collision,Indemne
201600000276,Autre collision,Blessé hospitalisé
201600000277,Deux véhicules - par l'arrière,Indemne
201600000277,Deux véhicules - par l'arrière,Blessé hospitalisé
201600000277,Deux véhicules - par l'arrière,Blessé hospitalisé
201600000278,Deux véhicules - par l'arrière,Blessé hospitalisé
201600000278,Deux véhicules - par l'arrière,Indemne
201600000279,Autre collision,Tué
201600000280,Deux véhicules - frontale,Tué
201600000280,Deux véhicules - frontale,Indemne
201600000281,Autre collision,Indemne
201600000281,Autre collision,Blessé hospitalisé
201600000282,Autre collision,Blessé hospitalisé
201600000283,Deux véhicules - par le côté,Indemne
201600000283,Deux véhicules - par le côté,Blessé hospitalisé
201600000284,Autre collision,Blessé hospitalisé
201600000285,Deux véhicules - par le côté,Blessé hospitalisé
201600000285,Deux véhicules - par le côté,Indemne
201600000286,Deux véhicules - par l'arrière,Blessé hospitalisé
201600000286,Deux véhicules - par l'arrière,Indemne
201600000286,Deux véhicules - par l'arrière,Indemne
201600000287,Deux véhicules - par le côté,Blessé hospitalisé
201600000287,Deux véhicules - par le côté,Indemne
201600000288,Deux véhicules - frontale,Indemne
201600000288,Deux véhicules - frontale,Indemne
201600000288,Deux véhicules - frontale,Indemne
201600000288,Deux véhicules - frontale,Indemne
201600000288,Deux véhicules - frontale,Blessé léger
201600000289,Autre collision,Blessé hospitalisé
201600000289,Autre collision,Blessé hospitalisé
201600000290,Autre collision,Blessé hospitalisé
201600000291,Trois véhicules et plus - collisions multiples,Indemne
201600000291,Trois véhicules et plus - collisions multiples,Indemne
201600000291,Trois véhicules et plus - collisions multiples,Indemne
201600000291,Trois véhicules et plus - collisions multiples,Indemne
201600000291,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000291,Trois véhicules et plus - collisions multiples,Indemne
201600000291,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000292,Autre collision,Blessé hospitalisé
201600000293,Deux véhicules - par le côté,Indemne
201600000293,Deux véhicules - par le côté,Indemne
201600000293,Deux véhicules - par le côté,Indemne
201600000293,Deux véhicules - par le côté,Indemne
201600000293,Deux véhicules - par le côté,Blessé hospitalisé
201600000293,Deux véhicules - par le côté,Blessé léger
201600000294,Autre collision,Blessé hospitalisé
201600000295,Deux véhicules - par l'arrière,Blessé léger
201600000295,Deux véhicules - par l'arrière,Indemne
201600000296,Deux véhicules - frontale,Blessé léger
201600000296,Deux véhicules - frontale,Blessé hospitalisé
201600000297,Deux véhicules - frontale,Indemne
201600000297,Deux véhicules - frontale,Indemne
201600000297,Deux véhicules - frontale,Blessé hospitalisé
201600000297,Deux véhicules - frontale,Blessé léger
201600000298,Deux véhicules - par le côté,Blessé hospitalisé
201600000298,Deux véhicules - par le côté,Indemne
201600000299,Autre collision,Indemne
201600000299,Autre collision,Blessé hospitalisé
201600000300,Deux véhicules - par le côté,Indemne
201600000300,Deux véhicules - par le côté,Blessé hospitalisé
201600000301,Deux véhicules - frontale,Blessé hospitalisé
201600000301,Deux véhicules - frontale,Blessé hospitalisé
201600000301,Deux véhicules - frontale,Indemne
201600000302,Autre collision,Blessé hospitalisé
201600000303,Deux véhicules - frontale,Blessé hospitalisé
201600000303,Deux véhicules - frontale,Blessé léger
201600000304,Deux véhicules - frontale,Indemne
201600000304,Deux véhicules - frontale,Blessé hospitalisé
201600000305,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000305,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000305,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000305,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000305,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000306,Autre collision,Tué
201600000307,Deux véhicules - par le côté,Blessé hospitalisé
201600000307,Deux véhicules - par le côté,Blessé hospitalisé
201600000307,Deux véhicules - par le côté,Blessé léger
201600000307,Deux véhicules - par le côté,Indemne
201600000307,Deux véhicules - par le côté,Indemne
201600000308,Deux véhicules - par le côté,Indemne
201600000308,Deux véhicules - par le côté,Blessé hospitalisé
201600000309,Deux véhicules - par le côté,Indemne
201600000309,Deux véhicules - par le côté,Blessé hospitalisé
201600000310,Sans collision,Blessé hospitalisé
201600000311,Sans collision,Blessé hospitalisé
201600000312,Autre collision,Blessé hospitalisé
201600000313,Autre collision,Tué
201600000314,Deux véhicules - frontale,Blessé hospitalisé
201600000314,Deux véhicules - frontale,Indemne
201600000315,Sans collision,Blessé hospitalisé
201600000316,Autre collision,Indemne
201600000316,Autre collision,Blessé hospitalisé
201600000317,Deux véhicules - frontale,Indemne
201600000317,Deux véhicules - frontale,Blessé hospitalisé
201600000318,Deux véhicules - par le côté,Blessé hospitalisé
201600000318,Deux véhicules - par le côté,Indemne
201600000319,Autre collision,Tué
201600000320,Autre collision,Blessé hospitalisé
201600000321,Autre collision,Tué
201600000321,Autre collision,Blessé hospitalisé
201600000322,Autre collision,Indemne
201600000322,Autre collision,Blessé hospitalisé
201600000323,Deux véhicules - par le côté,Blessé hospitalisé
201600000323,Deux véhicules - par le côté,Blessé hospitalisé
201600000324,Autre collision,Blessé hospitalisé
201600000325,Autre collision,Blessé hospitalisé
201600000325,Autre collision,Blessé hospitalisé
201600000325,Autre collision,Blessé hospitalisé
201600000325,Autre collision,Blessé hospitalisé
201600000326,Deux véhicules - frontale,Indemne
201600000326,Deux véhicules - frontale,Indemne
201600000326,Deux véhicules - frontale,Blessé hospitalisé
201600000327,Autre collision,Blessé hospitalisé
201600000328,Deux véhicules - frontale,Blessé hospitalisé
201600000328,Deux véhicules - frontale,Indemne
201600000328,Deux véhicules - frontale,Blessé hospitalisé
201600000328,Deux véhicules - frontale,Blessé hospitalisé
201600000329,Deux véhicules - par le côté,Blessé hospitalisé
201600000329,Deux véhicules - par le côté,Indemne
201600000330,Deux véhicules - par le côté,Blessé hospitalisé
201600000330,Deux véhicules - par le côté,Indemne
201600000331,Deux véhicules - frontale,Indemne
201600000331,Deux véhicules - frontale,Blessé hospitalisé
201600000332,Deux véhicules - par le côté,Blessé hospitalisé
201600000332,Deux véhicules - par le côté,Indemne
201600000332,Deux véhicules - par le côté,Indemne
201600000333,Autre collision,Blessé hospitalisé
201600000334,Autre collision,Indemne
201600000334,Autre collision,Blessé hospitalisé
201600000334,Autre collision,Blessé léger
201600000335,Autre collision,Indemne
201600000335,Autre collision,Blessé hospitalisé
201600000336,Deux véhicules - par le côté,Blessé hospitalisé
201600000336,Deux véhicules - par le côté,Blessé hospitalisé
201600000337,Sans collision,Blessé léger
201600000338,Deux véhicules - par le côté,Indemne
201600000338,Deux véhicules - par le côté,Blessé hospitalisé
201600000339,Autre collision,Blessé hospitalisé
201600000340,Deux véhicules - par le côté,Blessé léger
201600000340,Deux véhicules - par le côté,Blessé léger
201600000341,Autre collision,Indemne
201600000341,Autre collision,Blessé hospitalisé
201600000342,Deux véhicules - par le côté,Blessé hospitalisé
201600000342,Deux véhicules - par le côté,Indemne
201600000343,Autre collision,Indemne
201600000343,Autre collision,Blessé hospitalisé
201600000344,Deux véhicules - par le côté,Blessé hospitalisé
201600000344,Deux véhicules - par le côté,Indemne
201600000345,Sans collision,Blessé hospitalisé
201600000346,Autre collision,Indemne
201600000346,Autre collision,Indemne
201600000346,Autre collision,Blessé hospitalisé
201600000347,Autre collision,Indemne
201600000347,Autre collision,Tué
201600000348,Deux véhicules - par l'arrière,Tué
201600000348,Deux véhicules - par l'arrière,Indemne
201600000349,Deux véhicules - par le côté,Indemne
201600000349,Deux véhicules - par le côté,Blessé hospitalisé
201600000350,Deux véhicules - frontale,Blessé léger
201600000350,Deux véhicules - frontale,Blessé hospitalisé
201600000351,Deux véhicules - frontale,Indemne
201600000351,Deux véhicules - frontale,Tué
201600000352,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000352,Trois véhicules et plus - collisions multiples,Blessé léger
201600000352,Trois véhicules et plus - collisions multiples,Indemne
201600000352,Trois véhicules et plus - collisions multiples,Indemne
201600000353,Deux véhicules - par le côté,Tué
201600000353,Deux véhicules - par le côté,Tué
201600000353,Deux véhicules - par le côté,Indemne
201600000353,Deux véhicules - par le côté,Indemne
201600000354,Deux véhicules - par le côté,Indemne
201600000354,Deux véhicules - par le côté,Blessé léger
201600000354,Deux véhicules - par le côté,Blessé léger
201600000355,Autre collision,Blessé hospitalisé
201600000356,Autre collision,Blessé hospitalisé
201600000357,Autre collision,Blessé hospitalisé
201600000358,Autre collision,Indemne
201600000358,Autre collision,Blessé hospitalisé
201600000359,Deux véhicules - par le côté,Indemne
201600000359,Deux véhicules - par le côté,Blessé hospitalisé
201600000359,Deux véhicules - par le côté,Blessé hospitalisé
201600000359,Deux véhicules - par le côté,Blessé hospitalisé
201600000359,Deux véhicules - par le côté,Blessé léger
201600000360,Deux véhicules - par le côté,Blessé hospitalisé
201600000360,Deux véhicules - par le côté,Blessé léger
201600000361,Deux véhicules - par le côté,Indemne
201600000361,Deux véhicules - par le côté,Blessé hospitalisé
201600000362,Deux véhicules - frontale,Tué
201600000362,Deux véhicules - frontale,Blessé léger
201600000363,Autre collision,Indemne
201600000363,Autre collision,Blessé hospitalisé
201600000364,Autre collision,Indemne
201600000364,Autre collision,Tué
201600000365,Deux véhicules - frontale,Indemne
201600000365,Deux véhicules - frontale,Indemne
201600000365,Deux véhicules - frontale,Tué
201600000366,Deux véhicules - par le côté,Blessé léger
201600000366,Deux véhicules - par le côté,Blessé léger
201600000367,Deux véhicules - frontale,Blessé hospitalisé
201600000367,Deux véhicules - frontale,Blessé léger
201600000367,Deux véhicules - frontale,Blessé hospitalisé
201600000368,Deux véhicules - frontale,Blessé léger
201600000368,Deux véhicules - frontale,Blessé hospitalisé
201600000369,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600000369,Trois véhicules et plus - collisions multiples,Indemne
201600000369,Trois véhicules et plus - collisions multiples,Indemne
201600000370,Deux véhicules - par le côté,Blessé hospitalisé
201600000370,Deux véhicules - par le côté,Blessé léger
201600000371,Deux véhicules - frontale,Blessé hospitalisé
201600000371,Deux véhicules - frontale,Blessé hospitalisé
201600000371,Deux véhicules - frontale,Blessé léger
201600000371,Deux véhicules - frontale,Blessé hospitalisé
201600000372,Deux véhicules - frontale,Blessé hospitalisé
201600000372,Deux véhicules - frontale,Blessé hospitalisé
201600000373,Deux véhicules - frontale,Blessé léger
201600000373,Deux véhicules - frontale,Blessé léger
201600000374,Autre collision,Blessé hospitalisé
201600000375,Sans collision,Blessé hospitalisé
201600000375,Sans collision,Blessé léger
201600000376,Autre collision,Blessé hospitalisé
201600000377,Deux véhicules - par le côté,Blessé hospitalisé
201600000377,Deux véhicules - par le côté,Blessé hospitalisé
201600000378,Deux véhicules - frontale,Blessé hospitalisé
201600000378,Deux véhicules - frontale,Blessé hospitalisé
201600000378,Deux véhicules - frontale,Blessé hospitalisé
201600000379,Autre collision,Tué
201600000380,Sans collision,Tué
201600000380,Sans collision,Blessé léger
