Num_Acc,lum,col,lat,long,weekday,catr,catv,catu,grav,sexe
201600000098,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Indemne,Masculin
201600000098,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Route départementale,Motocyclette > 125 cm3,Passager,Blessé hospitalisé,Féminin
201600000098,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600000099,nuit avec eclairage public allume,Autre collision,5012850.0,383819.0,jeudi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600000099,nuit avec eclairage public allume,Autre collision,5012850.0,383819.0,jeudi,Route départementale,VL seul,Passager,Tué,Féminin
201600000100,nuit avec eclairage public allume,Autre collision,0.0,0.0,mercredi,Voie communale,VL seul,Piéton,Blessé léger,Masculin
201600000101,plein jour,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600000101,plein jour,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route nationale,VL seul,Conducteur,Blessé léger,Féminin
201600000101,plein jour,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600000102,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Route départementale,Quad lourd > 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000102,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600000103,crepuscule ou aube,Sans collision,0.0,0.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000104,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600000104,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600000105,nuit sans éclairage public,Sans collision,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000106,plein jour,Autre collision,0.0,0.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600000106,plein jour,Autre collision,0.0,0.0,mercredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600000107,nuit sans éclairage public,Sans collision,0.0,0.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000107,nuit sans éclairage public,Sans collision,0.0,0.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600000108,crepuscule ou aube,Deux véhicules - par le côté,0.0,0.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000108,crepuscule ou aube,Deux véhicules - par le côté,0.0,0.0,samedi,Route départementale,Motocyclette > 125 cm3,Passager,Blessé hospitalisé,Féminin
201600000108,crepuscule ou aube,Deux véhicules - par le côté,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600000109,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Passager,Indemne,Féminin
201600000109,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000109,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,VU seul,Conducteur,Indemne,Féminin
201600000110,plein jour,Autre collision,0.0,0.0,samedi,Voie communale,VL seul,Conducteur,Blessé léger,Masculin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Passager,Indemne,Masculin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600000111,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Route départementale,VL seul,Piéton,Tué,Féminin
201600000112,crepuscule ou aube,Sans collision,0.0,0.0,vendredi,Voie communale,VL seul,Passager,Indemne,Féminin
201600000112,crepuscule ou aube,Sans collision,0.0,0.0,vendredi,Voie communale,VL seul,Passager,Indemne,Féminin
201600000112,crepuscule ou aube,Sans collision,0.0,0.0,vendredi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600000113,plein jour,Autre collision,0.0,0.0,vendredi,Voie communale,VL seul,Conducteur,Blessé léger,Masculin
201600000114,plein jour,Deux véhicules - par le côté,0.0,0.0,lundi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600000114,plein jour,Deux véhicules - par le côté,0.0,0.0,lundi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600000115,nuit sans éclairage public,Sans collision,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600000116,plein jour,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600000117,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600000117,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Passager,Indemne,Masculin
201600000117,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Passager,Indemne,Masculin
201600000117,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Passager,Indemne,Masculin
201600000117,nuit avec eclairage public allume,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Passager,Blessé hospitalisé,Féminin
201600000118,plein jour,Autre collision,0.0,0.0,dimanche,Route départementale,Cyclomoteur,Conducteur,Tué,Masculin
201600000119,plein jour,Deux véhicules - frontale,0.0,0.0,mardi,Route départementale,Tracteur routier + semi-remorque,Conducteur,Indemne,Masculin
201600000119,plein jour,Deux véhicules - frontale,0.0,0.0,mardi,Route départementale,VL seul,Passager,Tué,Masculin
201600000119,plein jour,Deux véhicules - frontale,0.0,0.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600000119,plein jour,Deux véhicules - frontale,0.0,0.0,mardi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600000120,nuit avec eclairage public allume,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600000120,nuit avec eclairage public allume,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Tué,Féminin
201600000121,plein jour,Sans collision,0.0,0.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000122,crepuscule ou aube,Trois véhicules et plus - collisions multiples,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600000123,nuit avec eclairage public allume,Autre collision,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000124,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600000124,plein jour,Deux véhicules - frontale,0.0,0.0,dimanche,Voie communale,Voiturette,Conducteur,Blessé hospitalisé,Masculin
201600000125,plein jour,Autre collision,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600000126,nuit sans éclairage public,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Tué,Féminin
201600000126,nuit sans éclairage public,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000127,plein jour,Deux véhicules - frontale,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000127,plein jour,Deux véhicules - frontale,0.0,0.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600000127,plein jour,Deux véhicules - frontale,0.0,0.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000127,plein jour,Deux véhicules - frontale,0.0,0.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600000128,plein jour,Autre collision,0.0,0.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000129,nuit avec eclairage public allume,Autre collision,5007517.0,368177.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000129,nuit avec eclairage public allume,Autre collision,5007517.0,368177.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600000129,nuit avec eclairage public allume,Autre collision,5007517.0,368177.0,dimanche,Route départementale,VL seul,Passager,Tué,Masculin
201600000130,nuit sans éclairage public,Deux véhicules - par le côté,0.0,0.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000130,nuit sans éclairage public,Deux véhicules - par le côté,0.0,0.0,mardi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600000131,plein jour,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600000131,plein jour,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600000131,plein jour,Autre collision,0.0,0.0,dimanche,Voie communale,VL seul,Piéton,Blessé léger,Féminin
201600000132,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,Tracteur routier seul,Conducteur,Blessé hospitalisé,Masculin
201600000132,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600000133,plein jour,Autre collision,5013195.0,340272.0,lundi,Route départementale,VL seul,Piéton,Tué,Masculin
201600000134,nuit avec eclairage public allume,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000134,nuit avec eclairage public allume,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Passager,Indemne,Masculin
201600000134,nuit avec eclairage public allume,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Passager,Indemne,Masculin
201600000134,nuit avec eclairage public allume,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Passager,Indemne,Masculin
201600000134,nuit avec eclairage public allume,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600000135,nuit avec eclairage public allume,Deux véhicules - frontale,0.0,0.0,samedi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600000135,nuit avec eclairage public allume,Deux véhicules - frontale,0.0,0.0,samedi,Voie communale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000136,plein jour,Autre collision,0.0,0.0,samedi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600000136,plein jour,Autre collision,0.0,0.0,samedi,Voie communale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600000137,nuit sans éclairage public,Autre collision,0.0,0.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Tué,Masculin
201600000138,plein jour,Deux véhicules - par le côté,0.0,0.0,vendredi,Route départementale,Scooter > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000138,plein jour,Deux véhicules - par le côté,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000139,plein jour,Deux véhicules - frontale,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000139,plein jour,Deux véhicules - frontale,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600000140,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600000141,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Indemne,Féminin
201600000141,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,Motocyclette > 125 cm3,Piéton,Blessé hospitalisé,Masculin
201600000142,plein jour,Sans collision,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600000143,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600000144,nuit avec eclairage public allume,Autre collision,0.0,0.0,jeudi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600000145,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600000145,plein jour,Deux véhicules - frontale,0.0,0.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600000146,plein jour,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600000146,plein jour,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000146,plein jour,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,Scooter < 50 cm3,Passager,Blessé hospitalisé,Masculin
201600000147,nuit sans éclairage public,Deux véhicules - par l'arrière,0.0,0.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600000147,nuit sans éclairage public,Deux véhicules - par l'arrière,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000148,plein jour,Autre collision,0.0,0.0,samedi,Voie communale,Autocar,Conducteur,Indemne,Masculin
201600000148,plein jour,Autre collision,0.0,0.0,samedi,Voie communale,Autocar,Piéton,Blessé hospitalisé,Féminin
201600000149,plein jour,Deux véhicules - frontale,0.0,0.0,mercredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600000149,plein jour,Deux véhicules - frontale,0.0,0.0,mercredi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600000150,nuit sans éclairage public,Sans collision,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600000151,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000151,plein jour,Autre collision,0.0,0.0,vendredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600000152,plein jour,Autre collision,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000152,plein jour,Autre collision,0.0,0.0,lundi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600000153,nuit sans éclairage public,Autre collision,0.0,0.0,mercredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000154,crepuscule ou aube,Sans collision,5026700.0,316400.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600000155,plein jour,Autre collision,5026763.0,322428.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Tué,Masculin
201600000156,crepuscule ou aube,Deux véhicules - par le côté,5028800.0,312600.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600000156,crepuscule ou aube,Deux véhicules - par le côté,5028800.0,312600.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
