Num_Acc,catu,grav,sexe
201600000273,Conducteur,Indemne,Masculin
201600000273,Passager,Blessé hospitalisé,Féminin
201600000274,Conducteur,Blessé hospitalisé,Masculin
201600000274,Conducteur,Blessé léger,Féminin
201600000275,Conducteur,Blessé hospitalisé,Féminin
201600000276,Conducteur,Indemne,Masculin
201600000276,Passager,Indemne,Féminin
201600000276,Passager,Blessé hospitalisé,Féminin
201600000277,Conducteur,Indemne,Masculin
201600000277,Conducteur,Blessé hospitalisé,Masculin
201600000277,Passager,Blessé hospitalisé,Féminin
201600000278,Conducteur,Blessé hospitalisé,Masculin
201600000278,Conducteur,Indemne,Masculin
201600000279,Conducteur,Tué,Masculin
201600000280,Conducteur,Tué,Masculin
201600000280,Conducteur,Indemne,Féminin
201600000281,Conducteur,Indemne,Masculin
201600000281,Piéton,Blessé hospitalisé,Féminin
201600000282,Conducteur,Blessé hospitalisé,Masculin
201600000283,Conducteur,Indemne,Masculin
201600000283,Conducteur,Blessé hospitalisé,Masculin
201600000284,Conducteur,Blessé hospitalisé,Féminin
201600000285,Conducteur,Blessé hospitalisé,Masculin
201600000285,Conducteur,Indemne,Masculin
201600000286,Conducteur,Blessé hospitalisé,Masculin
201600000286,Conducteur,Indemne,Masculin
201600000286,Passager,Indemne,Masculin
201600000287,Conducteur,Blessé hospitalisé,Féminin
201600000287,Conducteur,Indemne,Masculin
201600000288,Conducteur,Indemne,Masculin
201600000288,Passager,Indemne,Féminin
201600000288,Passager,Indemne,Féminin
201600000288,Conducteur,Indemne,Masculin
201600000288,Passager,Blessé léger,Féminin
201600000289,Conducteur,Blessé hospitalisé,Féminin
201600000289,Passager,Blessé hospitalisé,Féminin
201600000290,Conducteur,Blessé hospitalisé,Masculin
201600000291,Conducteur,Indemne,Féminin
201600000291,Passager,Indemne,Féminin
201600000291,Passager,Indemne,Masculin
201600000291,Passager,Indemne,Masculin
201600000291,Conducteur,Blessé hospitalisé,Masculin
201600000291,Conducteur,Indemne,Masculin
201600000291,Passager,Blessé hospitalisé,Féminin
201600000292,Conducteur,Blessé hospitalisé,Masculin
201600000293,Conducteur,Indemne,Masculin
201600000293,Passager,Indemne,Masculin
201600000293,Passager,Indemne,Féminin
201600000293,Passager,Indemne,Féminin
201600000293,Passager,Blessé hospitalisé,Féminin
201600000293,Conducteur,Blessé léger,Masculin
201600000294,Conducteur,Blessé hospitalisé,Masculin
201600000295,Conducteur,Blessé léger,Masculin
201600000295,Conducteur,Indemne,Masculin
201600000296,Conducteur,Blessé léger,Masculin
201600000296,Conducteur,Blessé hospitalisé,Féminin
201600000297,Conducteur,Indemne,Masculin
201600000297,Passager,Indemne,Masculin
201600000297,Conducteur,Blessé hospitalisé,Masculin
201600000297,Passager,Blessé léger,Féminin
201600000298,Conducteur,Blessé hospitalisé,Masculin
201600000298,Conducteur,Indemne,Masculin
201600000299,Conducteur,Indemne,Féminin
201600000299,Piéton,Blessé hospitalisé,Féminin
201600000300,Conducteur,Indemne,Féminin
201600000300,Conducteur,Blessé hospitalisé,Féminin
201600000301,Conducteur,Blessé hospitalisé,Masculin
201600000301,Passager,Blessé hospitalisé,Féminin
201600000301,Conducteur,Indemne,Féminin
201600000302,Conducteur,Blessé hospitalisé,Masculin
201600000303,Conducteur,Blessé hospitalisé,Masculin
201600000303,Conducteur,Blessé léger,Masculin
201600000304,Conducteur,Indemne,Féminin
201600000304,Conducteur,Blessé hospitalisé,Masculin
201600000305,Conducteur,Blessé hospitalisé,Masculin
201600000305,Conducteur,Blessé hospitalisé,Féminin
201600000305,Passager,Blessé hospitalisé,Féminin
201600000305,Conducteur,Blessé hospitalisé,Masculin
201600000305,Passager,Blessé hospitalisé,Féminin
201600000306,Conducteur,Tué,Masculin
201600000307,Passager,Blessé hospitalisé,Masculin
201600000307,Passager,Blessé hospitalisé,Masculin
201600000307,Conducteur,Blessé léger,Féminin
201600000307,Conducteur,Indemne,Féminin
201600000307,Passager,Indemne,Masculin
201600000308,Conducteur,Indemne,Masculin
201600000308,Conducteur,Blessé hospitalisé,Masculin
201600000309,Conducteur,Indemne,Masculin
201600000309,Conducteur,Blessé hospitalisé,Féminin
201600000310,Conducteur,Blessé hospitalisé,Masculin
201600000311,Conducteur,Blessé hospitalisé,Masculin
201600000312,Conducteur,Blessé hospitalisé,Masculin
201600000313,Conducteur,Tué,Masculin
201600000314,Conducteur,Blessé hospitalisé,Masculin
201600000314,Conducteur,Indemne,Masculin
201600000315,Conducteur,Blessé hospitalisé,Masculin
201600000316,Passager,Indemne,Masculin
201600000316,Conducteur,Blessé hospitalisé,Féminin
201600000317,Conducteur,Indemne,Masculin
201600000317,Conducteur,Blessé hospitalisé,Féminin
201600000318,Conducteur,Blessé hospitalisé,Masculin
201600000318,Conducteur,Indemne,Masculin
201600000319,Conducteur,Tué,Masculin
201600000320,Conducteur,Blessé hospitalisé,Masculin
201600000321,Passager,Tué,Féminin
201600000321,Conducteur,Blessé hospitalisé,Féminin
201600000322,Conducteur,Indemne,Féminin
201600000322,Piéton,Blessé hospitalisé,Féminin
201600000323,Conducteur,Blessé hospitalisé,Masculin
201600000323,Conducteur,Blessé hospitalisé,Féminin
201600000324,Conducteur,Blessé hospitalisé,Masculin
201600000325,Conducteur,Blessé hospitalisé,Masculin
201600000325,Passager,Blessé hospitalisé,Masculin
201600000325,Passager,Blessé hospitalisé,Féminin
201600000325,Passager,Blessé hospitalisé,Féminin
201600000326,Conducteur,Indemne,Masculin
201600000326,Passager,Indemne,Masculin
201600000326,Conducteur,Blessé hospitalisé,Masculin
201600000327,Conducteur,Blessé hospitalisé,Masculin
201600000328,Conducteur,Blessé hospitalisé,Féminin
201600000328,Conducteur,Indemne,Masculin
201600000328,Passager,Blessé hospitalisé,Masculin
201600000328,Passager,Blessé hospitalisé,Féminin
201600000329,Conducteur,Blessé hospitalisé,Masculin
201600000329,Conducteur,Indemne,Masculin
201600000330,Conducteur,Blessé hospitalisé,Féminin
201600000330,Conducteur,Indemne,Masculin
201600000331,Conducteur,Indemne,Féminin
201600000331,Conducteur,Blessé hospitalisé,Masculin
201600000332,Conducteur,Blessé hospitalisé,Masculin
201600000332,Conducteur,Indemne,Féminin
201600000332,Passager,Indemne,Masculin
201600000333,Piéton,Blessé hospitalisé,Masculin
201600000334,Conducteur,Indemne,Masculin
201600000334,Piéton,Blessé hospitalisé,Masculin
201600000334,Conducteur,Blessé léger,Masculin
201600000335,Conducteur,Indemne,Masculin
201600000335,Piéton,Blessé hospitalisé,Féminin
201600000336,Conducteur,Blessé hospitalisé,Masculin
201600000336,Conducteur,Blessé hospitalisé,Masculin
201600000337,Conducteur,Blessé léger,Masculin
201600000338,Conducteur,Indemne,Masculin
201600000338,Conducteur,Blessé hospitalisé,Masculin
201600000339,Conducteur,Blessé hospitalisé,Féminin
201600000340,Conducteur,Blessé léger,Masculin
201600000340,Conducteur,Blessé léger,Féminin
201600000341,Conducteur,Indemne,Masculin
201600000341,Piéton,Blessé hospitalisé,Féminin
201600000342,Conducteur,Blessé hospitalisé,Masculin
201600000342,Conducteur,Indemne,Masculin
201600000343,Passager,Indemne,Masculin
201600000343,Conducteur,Blessé hospitalisé,Masculin
201600000344,Conducteur,Blessé hospitalisé,Masculin
201600000344,Conducteur,Indemne,Masculin
201600000345,Conducteur,Blessé hospitalisé,Masculin
201600000346,Conducteur,Indemne,Masculin
201600000346,Passager,Indemne,Masculin
201600000346,Passager,Blessé hospitalisé,Féminin
201600000347,Conducteur,Indemne,Masculin
201600000347,Piéton,Tué,Masculin
201600000348,Conducteur,Tué,Masculin
201600000348,Conducteur,Indemne,Masculin
201600000349,Conducteur,Indemne,Masculin
201600000349,Conducteur,Blessé hospitalisé,Féminin
201600000350,Conducteur,Blessé léger,Masculin
201600000350,Conducteur,Blessé hospitalisé,Féminin
201600000351,Conducteur,Indemne,Masculin
201600000351,Conducteur,Tué,Féminin
201600000352,Conducteur,Blessé hospitalisé,Masculin
201600000352,Conducteur,Blessé léger,Féminin
201600000352,Conducteur,Indemne,Féminin
201600000352,Passager,Indemne,Féminin
201600000353,Conducteur,Tué,Masculin
201600000353,Passager,Tué,Féminin
201600000353,Conducteur,Indemne,Masculin
201600000353,Passager,Indemne,Féminin
201600000354,Conducteur,Indemne,Masculin
201600000354,Conducteur,Blessé léger,Masculin
201600000354,Passager,Blessé léger,Masculin
201600000355,Conducteur,Blessé hospitalisé,Masculin
201600000356,Conducteur,Blessé hospitalisé,Masculin
201600000357,Conducteur,Blessé hospitalisé,Masculin
201600000358,Conducteur,Indemne,Masculin
201600000358,Piéton,Blessé hospitalisé,Masculin
201600000359,Conducteur,Indemne,Masculin
201600000359,Passager,Blessé hospitalisé,Masculin
201600000359,Passager,Blessé hospitalisé,Masculin
201600000359,Passager,Blessé hospitalisé,Féminin
201600000359,Conducteur,Blessé léger,Masculin
201600000360,Conducteur,Blessé hospitalisé,Masculin
201600000360,Conducteur,Blessé léger,Féminin
201600000361,Conducteur,Indemne,Masculin
201600000361,Conducteur,Blessé hospitalisé,Masculin
201600000362,Conducteur,Tué,Masculin
201600000362,Conducteur,Blessé léger,Masculin
201600000363,Conducteur,Indemne,Féminin
201600000363,Piéton,Blessé hospitalisé,Masculin
201600000364,Conducteur,Indemne,Masculin
201600000364,Piéton,Tué,Masculin
201600000365,Conducteur,Indemne,Masculin
201600000365,Passager,Indemne,Féminin
201600000365,Conducteur,Tué,Masculin
201600000366,Conducteur,Blessé léger,Masculin
201600000366,Conducteur,Blessé léger,Masculin
201600000367,Conducteur,Blessé hospitalisé,Masculin
201600000367,Passager,Blessé léger,Masculin
201600000367,Conducteur,Blessé hospitalisé,Masculin
201600000368,Conducteur,Blessé léger,Masculin
201600000368,Conducteur,Blessé hospitalisé,Féminin
201600000369,Conducteur,Blessé hospitalisé,Féminin
201600000369,Conducteur,Indemne,Masculin
201600000369,Conducteur,Indemne,Masculin
201600000370,Conducteur,Blessé hospitalisé,Féminin
201600000370,Conducteur,Blessé léger,Féminin
201600000371,Conducteur,Blessé hospitalisé,Masculin
201600000371,Passager,Blessé hospitalisé,Féminin
201600000371,Passager,Blessé léger,Féminin
201600000371,Conducteur,Blessé hospitalisé,Masculin
201600000372,Conducteur,Blessé hospitalisé,Masculin
201600000372,Conducteur,Blessé hospitalisé,Masculin
201600000373,Conducteur,Blessé léger,Masculin
201600000373,Conducteur,Blessé léger,Féminin
201600000374,Conducteur,Blessé hospitalisé,Masculin
201600000375,Conducteur,Blessé hospitalisé,Masculin
201600000375,Passager,Blessé léger,Masculin
201600000376,Conducteur,Blessé hospitalisé,Masculin
201600000377,Conducteur,Blessé hospitalisé,Féminin
201600000377,Conducteur,Blessé hospitalisé,Masculin
201600000378,Conducteur,Blessé hospitalisé,Masculin
201600000378,Conducteur,Blessé hospitalisé,Féminin
201600000378,Passager,Blessé hospitalisé,Masculin
201600000379,Conducteur,Tué,Masculin
201600000380,Conducteur,Tué,Féminin
201600000380,Passager,Blessé léger,Masculin
201600000381,Conducteur,Indemne,Masculin
201600000381,Piéton,Blessé hospitalisé,Féminin
201600000381,Piéton,Blessé hospitalisé,Féminin
201600000382,Conducteur,Blessé léger,Masculin
201600000382,Conducteur,Blessé hospitalisé,Masculin
201600000383,Conducteur,Indemne,Masculin
201600000383,Conducteur,Blessé hospitalisé,Féminin
201600000384,Conducteur,Indemne,Masculin
201600000384,Conducteur,Blessé léger,Masculin
201600000385,Passager,Indemne,Masculin
201600000385,Conducteur,Blessé hospitalisé,Masculin
201600000386,Conducteur,Indemne,Masculin
201600000386,Conducteur,Blessé léger,Masculin
201600000387,Conducteur,Blessé hospitalisé,Masculin
201600000387,Conducteur,Blessé léger,Masculin
201600000387,Passager,Blessé léger,Masculin
201600000388,Conducteur,Indemne,Masculin
201600000388,Passager,Blessé hospitalisé,Féminin
201600000389,Conducteur,Blessé hospitalisé,Masculin
201600000390,Conducteur,Indemne,Masculin
201600000390,Piéton,Indemne,Féminin
201600000390,Piéton,Blessé hospitalisé,Masculin
201600000390,Piéton,Blessé hospitalisé,Féminin
201600000391,Conducteur,Blessé hospitalisé,Masculin
201600000392,Conducteur,Indemne,Masculin
201600000392,Passager,Tué,Féminin
201600000392,Conducteur,Blessé hospitalisé,Masculin
201600000393,Conducteur,Blessé léger,Masculin
201600000393,Passager,Blessé léger,Masculin
201600000393,Passager,Indemne,Masculin
201600000393,Conducteur,Blessé hospitalisé,Féminin
201600000393,Passager,Blessé hospitalisé,Féminin
201600000394,Conducteur,Blessé léger,Masculin
201600000394,Conducteur,Blessé léger,Masculin
201600000395,Conducteur,Blessé hospitalisé,Masculin
201600000395,Passager,Blessé hospitalisé,Féminin
201600000396,Conducteur,Blessé hospitalisé,Masculin
201600000397,Conducteur,Blessé hospitalisé,Masculin
201600000398,Conducteur,Indemne,Féminin
201600000398,Piéton,Tué,Masculin
201600000399,Passager,Blessé hospitalisé,Féminin
201600000399,Conducteur,Blessé léger,Masculin
201600000399,Conducteur,Tué,Masculin
201600000400,Conducteur,Blessé hospitalisé,Masculin
201600000400,Conducteur,Indemne,Masculin
201600000401,Conducteur,Tué,Masculin
201600000401,Conducteur,Blessé hospitalisé,Masculin
201600000402,Conducteur,Indemne,Masculin
201600000402,Passager,Blessé hospitalisé,Féminin
201600000402,Conducteur,Blessé léger,Féminin
201600000402,Passager,Blessé léger,Féminin
201600000402,Conducteur,Indemne,Masculin
201600000403,Conducteur,Indemne,Masculin
201600000403,Passager,Blessé hospitalisé,Féminin
201600000403,Passager,Blessé léger,Masculin
201600000404,Conducteur,Indemne,Féminin
201600000404,Passager,Indemne,Féminin
201600000404,Passager,Indemne,Féminin
201600000404,Conducteur,Blessé léger,Masculin
201600000404,Passager,Blessé léger,Féminin
201600000405,Conducteur,Blessé hospitalisé,Masculin
201600000406,Conducteur,Indemne,Masculin
201600000406,Passager,Indemne,Féminin
201600000406,Passager,Blessé hospitalisé,Féminin
201600000406,Conducteur,Blessé léger,Masculin
201600000407,Conducteur,Blessé léger,Masculin
201600000407,Conducteur,Blessé léger,Masculin
201600000407,Passager,Blessé léger,Féminin
201600000408,Conducteur,Tué,Masculin
201600000408,Conducteur,Blessé léger,Masculin
201600000409,Conducteur,Blessé léger,Masculin
201600000409,Conducteur,Blessé hospitalisé,Masculin
201600000410,Conducteur,Blessé léger,Masculin
201600000410,Conducteur,Blessé hospitalisé,Féminin
201600000411,Conducteur,Indemne,Féminin
201600000411,Piéton,Blessé hospitalisé,Masculin
201600000411,Piéton,Blessé hospitalisé,Féminin
201600000411,Piéton,Blessé léger,Masculin
201600000411,Piéton,Blessé léger,Masculin
201600000412,Conducteur,Blessé léger,Masculin
201600000412,Conducteur,Indemne,Féminin
201600000413,Conducteur,Blessé hospitalisé,Masculin
201600000414,Conducteur,Blessé hospitalisé,Masculin
201600000414,Passager,Blessé hospitalisé,Masculin
201600000414,Passager,Blessé hospitalisé,Masculin
201600000415,Conducteur,Blessé léger,Masculin
201600000415,Conducteur,Indemne,Masculin
201600000415,Conducteur,Blessé hospitalisé,Masculin
201600000416,Conducteur,Indemne,Masculin
201600000416,Conducteur,Blessé hospitalisé,Féminin
201600000417,Conducteur,Blessé hospitalisé,Masculin
201600000417,Conducteur,Indemne,Masculin
201600000418,Conducteur,Blessé hospitalisé,Masculin
201600000418,Passager,Blessé hospitalisé,Masculin
201600000419,Passager,Indemne,Masculin
201600000419,Conducteur,Blessé hospitalisé,Masculin
201600000420,Conducteur,Tué,Masculin
201600000420,Conducteur,Indemne,Masculin
201600000421,Conducteur,Indemne,Féminin
201600000421,Piéton,Blessé hospitalisé,Féminin
201600000422,Conducteur,Tué,Masculin
201600000423,Conducteur,Blessé hospitalisé,Masculin
201600000424,Conducteur,Indemne,Masculin
201600000424,Piéton,Tué,Féminin
201600000424,Piéton,Blessé léger,Masculin
201600000425,Conducteur,Indemne,Masculin
201600000425,Conducteur,Blessé hospitalisé,Masculin
201600000426,Conducteur,Blessé hospitalisé,Masculin
201600000426,Conducteur,Indemne,Masculin
201600000427,Conducteur,Indemne,Masculin
201600000427,Conducteur,Blessé léger,Masculin
201600000428,Conducteur,Blessé hospitalisé,Masculin
201600000428,Conducteur,Indemne,Féminin
201600000429,Conducteur,Indemne,Féminin
201600000429,Piéton,Blessé hospitalisé,Masculin
201600000430,Piéton,Blessé hospitalisé,Féminin
201600000431,Conducteur,Blessé hospitalisé,Masculin
201600000431,Conducteur,Indemne,Masculin
201600000432,Conducteur,Indemne,Masculin
201600000432,Piéton,Blessé hospitalisé,Masculin
201600000433,Conducteur,Blessé léger,Masculin
201600000433,Conducteur,Blessé hospitalisé,Féminin
201600000434,Conducteur,Tué,Masculin
201600000435,Conducteur,Blessé hospitalisé,Masculin
201600000436,Conducteur,Blessé hospitalisé,Féminin
201600000437,Conducteur,Indemne,Féminin
201600000437,Conducteur,Tué,Masculin
201600000438,Conducteur,Blessé hospitalisé,Masculin
